"@odata.etag";"id";"bcptCode";"lineNumber";"tag";"version";"entryNumber";"startTime";"endTime";"codeunitID";"codeunitName";"sessionId";"operation";"message";"durationMin";"numberOfSQLStmts";"status"
"W/""JzE5OzQ1MjY1NTQ3MzY3MTY4Mjg3MzQxOzAwOyc=""";"fb4e672f-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"182";"07/07/2023 13.14.22";"07/07/2023 13.14.22";"60003";"BCPT Create PO with N Lines";"289";"Enter Account No.";"";"8";"8";"Success"
"W/""JzIwOzE2MjQ4Mzg3MDg1Mjc1MzAwMDkzMTswMDsn""";"034f672f-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"183";"07/07/2023 13.14.27";"07/07/2023 13.14.27";"60005";"BCPT Create SQ with N Lines";"291";"Add Order";"";"7";"8";"Success"
"W/""JzE5OzExNzE0Nzg0MDY3MzA0MDQ0NTYxOzAwOyc=""";"044f672f-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"184";"07/07/2023 13.14.09";"07/07/2023 13.14.27";"60004";"BCPT Create SO with N Lines";"293";"Scenario";"";"360";"282";"Success"
"W/""JzIwOzExMzIxNzA4NTM1OTM4NTA1MzM5MTswMDsn""";"054f672f-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"185";"07/07/2023 13.14.27";"07/07/2023 13.14.27";"60005";"BCPT Create SQ with N Lines";"291";"Enter Account No.";"";"10";"10";"Success"
"W/""JzE5OzIwNjEwNDUwMzQxOTE4Nzg0MzIxOzAwOyc=""";"0a4f672f-c81c-ee11-9969-ce909011d161";"10USERTEST";"1000";"10UserTest";"1";"186";"07/07/2023 13.14.26";"07/07/2023 13.14.30";"60007";"BCPT Detail Trial Bal. Report";"286";"Scenario";"";"4465";"5";"Success"
"W/""JzE5OzQ0NzYxMTQ5OTc3MTEyNDM5NzUxOzAwOyc=""";"95936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"187";"07/07/2023 13.14.32";"07/07/2023 13.14.32";"60004";"BCPT Create SO with N Lines";"293";"Add Order";"";"9";"9";"Success"
"W/""JzIwOzE3MTI3NTkyNjQ4MTk1ODQxNDY4MTswMDsn""";"96936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"188";"07/07/2023 13.14.32";"07/07/2023 13.14.32";"60004";"BCPT Create SO with N Lines";"293";"Enter Account No.";"";"12";"11";"Success"
"W/""JzIwOzE2OTY5MDQ1OTg3OTEwNjYyNjY2MTswMDsn""";"9a936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"189";"07/07/2023 13.14.33";"07/07/2023 13.14.33";"60004";"BCPT Create SO with N Lines";"293";"Enter Line Item No.";"";"7";"7";"Success"
"W/""JzIwOzE2NjY5MjM2MDMwNzY5NTI5MDg3MTswMDsn""";"9b936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"190";"07/07/2023 13.14.33";"07/07/2023 13.14.33";"60004";"BCPT Create SO with N Lines";"293";"Enter Line Quantity";"";"12";"12";"Success"
"W/""JzE5OzE5NDQyNTg3MDk5Mjg2MzIyMTIxOzAwOyc=""";"a6936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"191";"07/07/2023 13.14.38";"07/07/2023 13.14.38";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Item No.";"";"6";"3";"Success"
"W/""JzIwOzE4MzY5OTE1MTEzODIwOTM5ODA5MTswMDsn""";"a9936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"192";"07/07/2023 13.14.39";"07/07/2023 13.14.39";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Item No.";"";"7";"4";"Success"
"W/""JzIwOzE2ODkyODEzNzA5NzQ3OTczNDg2MTswMDsn""";"aa936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"193";"07/07/2023 13.14.39";"07/07/2023 13.14.39";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Quantity";"";"7";"6";"Success"
"W/""JzIwOzE0MTE5MTM4NjE3NjAyODc2NzY1MTswMDsn""";"ac936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"194";"07/07/2023 13.14.40";"07/07/2023 13.14.40";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Quantity";"";"15";"12";"Success"
"W/""JzIwOzE1NDE0MTI1MzU2MTYwNTE3NjM3MTswMDsn""";"ad936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"195";"07/07/2023 13.14.27";"07/07/2023 13.14.40";"60005";"BCPT Create SQ with N Lines";"291";"Scenario";"";"371";"230";"Success"
"W/""JzE5Ozk1OTI0Mzk3MTg5NDI0MDY3NTUxOzAwOyc=""";"ae936935-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"196";"07/07/2023 13.14.21";"07/07/2023 13.14.40";"60003";"BCPT Create PO with N Lines";"289";"Scenario";"";"324";"212";"Success"
"W/""JzIwOzEyMjkwNTIwNDIxNTc0MzI3MjAyMTswMDsn""";"60f54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"1000";"10UserTest";"1";"197";"07/07/2023 13.14.40";"07/07/2023 13.14.44";"60007";"BCPT Detail Trial Bal. Report";"286";"Scenario";"";"4431";"5";"Success"
"W/""JzE5OzI0OTA0ODUyNTc4OTM0MTM0MDQxOzAwOyc=""";"64f54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"198";"07/07/2023 13.14.45";"07/07/2023 13.14.45";"60005";"BCPT Create SQ with N Lines";"291";"Add Order";"";"8";"8";"Success"
"W/""JzIwOzE3NTU1NDAwNTA1NjE5MDcxMDU3MTswMDsn""";"67f54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"199";"07/07/2023 13.14.45";"07/07/2023 13.14.45";"60003";"BCPT Create PO with N Lines";"289";"Add Order";"";"7";"9";"Success"
"W/""JzIwOzEyNzAyMzcwOTg3MzY0Mjk0MzU1MTswMDsn""";"68f54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"200";"07/07/2023 13.14.45";"07/07/2023 13.14.45";"60005";"BCPT Create SQ with N Lines";"291";"Enter Account No.";"";"11";"11";"Success"
"W/""JzIwOzEwMzQ5MDI1OTA1MzM2NzEzNzEzMTswMDsn""";"6af54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"201";"07/07/2023 13.14.46";"07/07/2023 13.14.46";"60003";"BCPT Create PO with N Lines";"289";"Enter Account No.";"";"9";"8";"Success"
"W/""JzIwOzEwNDk3MzQ4ODkzNTYyMjE2NjQ5MTswMDsn""";"6ef54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"202";"07/07/2023 13.14.32";"07/07/2023 13.14.47";"60004";"BCPT Create SO with N Lines";"293";"Scenario";"";"460";"282";"Success"
"W/""JzIwOzEwNjQ4OTQwNDE1MTE1MzU4NjM0MTswMDsn""";"78f54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"203";"07/07/2023 13.14.52";"07/07/2023 13.14.52";"60004";"BCPT Create SO with N Lines";"293";"Add Order";"";"9";"9";"Success"
"W/""JzIwOzE0NDcwNjU4NDAwMTg3NTI0OTU2MTswMDsn""";"79f54a3c-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"204";"07/07/2023 13.14.52";"07/07/2023 13.14.52";"60004";"BCPT Create SO with N Lines";"293";"Enter Account No.";"";"11";"11";"Success"
"W/""JzIwOzE0MjI4MDAxNzg0ODk0NzIzMjYwMTswMDsn""";"5fc64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"205";"07/07/2023 13.14.53";"07/07/2023 13.14.53";"60004";"BCPT Create SO with N Lines";"293";"Enter Line Item No.";"";"8";"7";"Success"
"W/""JzE5Ozc5MTE2MTA4ODc0MTc1MzQzNDcxOzAwOyc=""";"60c64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"206";"07/07/2023 13.14.53";"07/07/2023 13.14.53";"60004";"BCPT Create SO with N Lines";"293";"Enter Line Quantity";"";"11";"12";"Success"
"W/""JzE5OzkyNzMxMDk4MTU3NzcwMzk2MDcxOzAwOyc=""";"69c64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"207";"07/07/2023 13.14.57";"07/07/2023 13.14.57";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Item No.";"";"5";"4";"Success"
"W/""JzE5OzQ2MjAzMzkxOTU4NzgxOTQxMjgxOzAwOyc=""";"6bc64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"208";"07/07/2023 13.14.58";"07/07/2023 13.14.58";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Quantity";"";"13";"12";"Success"
"W/""JzIwOzE3Mjg0NTM5MTU4NDc1MzM4MzYxMTswMDsn""";"6cc64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"209";"07/07/2023 13.14.45";"07/07/2023 13.14.58";"60005";"BCPT Create SQ with N Lines";"291";"Scenario";"";"289";"231";"Success"
"W/""JzE5OzE0NDkxMjk5NTMzOTE3OTY4NDkxOzAwOyc=""";"6fc64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"1000";"10UserTest";"1";"210";"07/07/2023 13.14.54";"07/07/2023 13.14.59";"60007";"BCPT Detail Trial Bal. Report";"286";"Scenario";"";"4479";"5";"Success"
"W/""JzE5OzI2ODM1Mzg0NDcxMjQzNzA1MTQxOzAwOyc=""";"72c64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"211";"07/07/2023 13.15.01";"07/07/2023 13.15.01";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Item No.";"";"7";"3";"Success"
"W/""JzE5OzIzMzY2NTIxNDQ0Mzc1MTk2NTcxOzAwOyc=""";"73c64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"212";"07/07/2023 13.15.02";"07/07/2023 13.15.02";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Quantity";"";"8";"6";"Success"
"W/""JzIwOzE1NzA4MzgyMjY3OTIzMDYyOTcwMTswMDsn""";"75c64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"213";"07/07/2023 13.14.45";"07/07/2023 13.15.02";"60003";"BCPT Create PO with N Lines";"289";"Scenario";"";"254";"211";"Success"
"W/""JzE5OzQ3OTgwNjc1NDY3MTk5MTkxNjcxOzAwOyc=""";"78c64b42-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"214";"07/07/2023 13.15.03";"07/07/2023 13.15.03";"60005";"BCPT Create SQ with N Lines";"291";"Add Order";"";"11";"8";"Success"
"W/""JzIwOzE2NTI2NzIyMDAyMDc0MTk5MjYxMTswMDsn""";"8ef28748-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"215";"07/07/2023 13.15.04";"07/07/2023 13.15.04";"60005";"BCPT Create SQ with N Lines";"291";"Enter Account No.";"";"11";"10";"Success"
"W/""JzIwOzEyMDc1ODI3OTY3MzU4MDM3OTE2MTswMDsn""";"97f28748-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"216";"07/07/2023 13.15.07";"07/07/2023 13.15.07";"60003";"BCPT Create PO with N Lines";"289";"Add Order";"";"9";"9";"Success"
"W/""JzE5Ozg4NzI5MjgzMTAyNjc5NjI3ODMxOzAwOyc=""";"98f28748-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"217";"07/07/2023 13.15.08";"07/07/2023 13.15.08";"60003";"BCPT Create PO with N Lines";"289";"Enter Account No.";"";"15";"8";"Success"
"W/""JzE4OzgyNjE1ODQ4MDY5NzA2MjUyMjE7MDA7Jw==""";"99f28748-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"218";"07/07/2023 13.14.52";"07/07/2023 13.15.08";"60004";"BCPT Create SO with N Lines";"293";"Scenario";"";"286";"281";"Success"
"W/""JzE5OzE2MDc3ODU4ODQyOTg1NzE4NDUxOzAwOyc=""";"a4f28748-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"219";"07/07/2023 13.15.13";"07/07/2023 13.15.13";"60004";"BCPT Create SO with N Lines";"293";"Add Order";"";"46";"9";"Success"
"W/""JzIwOzE2MDQ1MzYxNTIyNTUwMDgxNDE3MTswMDsn""";"a5f28748-c81c-ee11-9969-ce909011d161";"10USERTEST";"1000";"10UserTest";"1";"220";"07/07/2023 13.15.09";"07/07/2023 13.15.13";"60007";"BCPT Detail Trial Bal. Report";"286";"Scenario";"";"4467";"5";"Success"
"W/""JzE5OzM3NjgxOTIxOTgzMDkwOTg4MDAxOzAwOyc=""";"b510864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"221";"07/07/2023 13.15.14";"07/07/2023 13.15.14";"60004";"BCPT Create SO with N Lines";"293";"Enter Account No.";"";"47";"12";"Success"
"W/""JzIwOzEwMTk4OTM2OTk0NTA1MzUzNDcyMTswMDsn""";"b810864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"222";"07/07/2023 13.15.15";"07/07/2023 13.15.15";"60004";"BCPT Create SO with N Lines";"293";"Enter Line Item No.";"";"7";"7";"Success"
"W/""JzIwOzEzNjY3Mjc0NDgwNjk3NDUzMDU3MTswMDsn""";"ba10864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"223";"07/07/2023 13.15.15";"07/07/2023 13.15.15";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Item No.";"";"7";"4";"Success"
"W/""JzE5OzkxNDc4MDc2OTAwODE3ODA0MjMxOzAwOyc=""";"bb10864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"224";"07/07/2023 13.15.15";"07/07/2023 13.15.15";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Quantity";"";"14";"12";"Success"
"W/""JzIwOzEyNTA4NTA4NDQ1OTk2MjU3MjYxMTswMDsn""";"bc10864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"225";"07/07/2023 13.15.03";"07/07/2023 13.15.15";"60005";"BCPT Create SQ with N Lines";"291";"Scenario";"";"356";"230";"Success"
"W/""JzE5OzU0MzQ4NjA2MjIxOTg3NzM4MzgxOzAwOyc=""";"bd10864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"226";"07/07/2023 13.15.16";"07/07/2023 13.15.16";"60004";"BCPT Create SO with N Lines";"293";"Enter Line Quantity";"";"12";"12";"Success"
"W/""JzE4OzIxMzk1OTY3MTU0NDkxNTg5MjE7MDA7Jw==""";"c610864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"227";"07/07/2023 13.15.20";"07/07/2023 13.15.20";"60005";"BCPT Create SQ with N Lines";"291";"Add Order";"";"7";"8";"Success"
"W/""JzIwOzEyNTcwMDMwMzE3ODI4OTczNzU5MTswMDsn""";"c710864e-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"228";"07/07/2023 13.15.21";"07/07/2023 13.15.21";"60005";"BCPT Create SQ with N Lines";"291";"Enter Account No.";"";"12";"10";"Success"
"W/""JzIwOzExMjAzNTgzNDA5MzQ3NDc3MDcxMTswMDsn""";"8ae29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"229";"07/07/2023 13.15.27";"07/07/2023 13.15.27";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Item No.";"";"6";"3";"Success"
"W/""JzIwOzE1Njc0Njg4NzY4MDA0MTUyNjYyMTswMDsn""";"8ce29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"230";"07/07/2023 13.15.27";"07/07/2023 13.15.27";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Quantity";"";"7";"6";"Success"
"W/""JzIwOzExOTI2NTY4Mzg5NjE1MDIxNTk4MTswMDsn""";"8de29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"231";"07/07/2023 13.15.07";"07/07/2023 13.15.28";"60003";"BCPT Create PO with N Lines";"289";"Scenario";"";"346";"211";"Success"
"W/""JzE5Ozk4MDQwMTYzMzgzOTQzMjYxMjAxOzAwOyc=""";"8ee29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"1000";"10UserTest";"1";"232";"07/07/2023 13.15.23";"07/07/2023 13.15.28";"60007";"BCPT Detail Trial Bal. Report";"286";"Scenario";"";"4400";"5";"Success"
"W/""JzE5OzM0MzI0NjQyMTIwODgyNzEwNDIxOzAwOyc=""";"95e29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"233";"07/07/2023 13.15.31";"07/07/2023 13.15.31";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Item No.";"";"6";"4";"Success"
"W/""JzE5OzIyNjg4MDk4ODYzNjkwNTIzMDUxOzAwOyc=""";"96e29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"234";"07/07/2023 13.15.32";"07/07/2023 13.15.32";"60005";"BCPT Create SQ with N Lines";"291";"Enter Line Quantity";"";"16";"12";"Success"
"W/""JzE5Ozc5ODIxMDQ5MzMwNjUzMjg2NDcxOzAwOyc=""";"97e29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"3000";"10UserTest";"1";"235";"07/07/2023 13.15.20";"07/07/2023 13.15.32";"60005";"BCPT Create SQ with N Lines";"291";"Scenario";"";"390";"230";"Success"
"W/""JzE5OzM2ODY4Mzk2NDg3Nzc4NzI3NTgxOzAwOyc=""";"9be29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"236";"07/07/2023 13.15.33";"07/07/2023 13.15.33";"60003";"BCPT Create PO with N Lines";"289";"Add Order";"";"7";"9";"Success"
"W/""JzIwOzE2MzM5Njc1NDIzMTE1MTUwNDI3MTswMDsn""";"9ce29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"237";"07/07/2023 13.15.33";"07/07/2023 13.15.33";"60003";"BCPT Create PO with N Lines";"289";"Enter Account No.";"";"19";"8";"Success"
"W/""JzIwOzEwNzg4ODA4NzAyMDEyMDUzOTkwMTswMDsn""";"9ee29e54-c81c-ee11-9969-ce909011d161";"10USERTEST";"4000";"10UserTest";"1";"238";"07/07/2023 13.15.13";"07/07/2023 13.15.34";"60004";"BCPT Create SO with N Lines";"293";"Scenario";"";"415";"282";"Success"
"W/""JzE5OzQ1MTg3NTM3MjA2OTkzNDQwOTMxOzAwOyc=""";"68a8395b-c81c-ee11-9969-ce909011d161";"10USERTEST";"1000";"10UserTest";"1";"239";"07/07/2023 13.15.38";"07/07/2023 13.15.42";"60007";"BCPT Detail Trial Bal. Report";"286";"Scenario";"";"4477";"5";"Success"
"W/""JzE5OzIwNjc4OTI5MzU3NzQyNTk4MTkxOzAwOyc=""";"b4a78361-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"240";"07/07/2023 13.15.47";"07/07/2023 13.15.47";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Item No.";"";"6";"3";"Success"
"W/""JzE5OzU5Njc4ODIyODA4MTI4NzAxMzAxOzAwOyc=""";"b5a78361-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"241";"07/07/2023 13.15.48";"07/07/2023 13.15.48";"60003";"BCPT Create PO with N Lines";"289";"Enter Line Quantity";"";"7";"6";"Success"
"W/""JzE5OzUyMTQ3MzIyNTMxNjQ3OTkwNDAxOzAwOyc=""";"b6a78361-c81c-ee11-9969-ce909011d161";"10USERTEST";"2000";"10UserTest";"1";"242";"07/07/2023 13.15.33";"07/07/2023 13.15.49";"60003";"BCPT Create PO with N Lines";"289";"Scenario";"";"332";"211";"Success"
